Company_ID,Energy_Demand_MWh,Emission_Produced_tCO2,Emission_Allowance_tCO2,Carbon_Price_USD_per_t,Transaction_Type,Credits_Traded_tCO2,Verification_Status,Compliance_Cost_USD,Carbon_Cost_Savings_USD,Emission_Intensity,Fuel_Type_Mixed Fuel,Fuel_Type_Natural Gas,Fuel_Type_Renewable,Industry_Type_Energy,Industry_Type_Manufacturing,Industry_Type_Steel,Optimization_Scenario_Low_Demand,Optimization_Scenario_Price_Surge,year,month,day
C001,-0.8027090610578906,-0.8321547679025116,-0.8333190379996726,0.028997450771563602,0,-1.6107157989802374,1,1.2344722125699379,1.239916033166768,-0.48796065015536616,1,0,0,0,0,1,0,0,2024,8,17
C001,-0.4043790736712199,0.36310924030066466,0.3740323129238519,0.20732216200951673,0,-1.667976328777328,1,-1.5012104464788676,1.4598347652749317,1.5777447521967234,0,0,0,0,0,0,0,0,2024,8,20
C001,-1.2868502048828785,-0.7352024869943753,-1.0923721145558694,-0.7329354063360545,0,-1.667976328777328,0,0.7891753982131201,-1.0880455221345375,1.286642593364796,0,1,0,0,0,1,0,0,2024,8,26
C001,-0.054138592998799494,-0.4351479289617341,-0.7441667803414047,-0.07985010024381019,0,-1.53436842591745,1,-1.181182692809339,-1.3424280939378939,-0.7567626974060466,0,1,0,0,0,0,0,1,2024,9,4
C001,1.1702899266610038,-0.23123039979854493,-0.5989289835415623,0.4736512761960699,1,-0.9426762846808481,0,0.5717055045525099,1.3063443204761163,-1.5268261472873088,1,0,0,0,1,0,0,1,2024,9,15
C001,-0.4441155296120028,0.2034243602107002,0.6046467936286746,0.35322419847693276,1,-0.35098414344424606,1,-0.251252655690852,0.8867241610930683,1.3150123726486111,0,1,0,0,1,0,0,0,2024,9,18
C001,-1.3915081944733907,-1.004695545525573,-1.238360966349645,0.10079051633489512,1,0.43157643044932426,1,0.8028786835939974,1.6701724944057856,0.6071035417154192,0,0,0,0,1,0,0,1,2024,9,30
C001,1.2217374437364468,0.19575262948769792,0.585017869868305,1.2494795653482045,1,-0.17920255405297453,1,-0.8454775688908697,-1.3386928913278993,-1.0196251809016794,0,0,1,0,0,1,1,0,2024,10,8
C001,-0.6742511730324235,-0.6539072260086611,-0.45521359551320695,-0.20027717796294733,0,0.24070799779235588,0,-1.6816846982545852,0.6710405100111069,-0.2622020880548398,0,1,0,1,0,0,1,0,2024,10,29
C001,-0.4117806881756826,-0.5025211935945335,-0.16814819756165297,-1.1961164744865824,0,-1.2671526201976944,1,0.36590485088302,0.8017170593146763,-0.3744596432734128,0,0,0,0,0,0,0,1,2024,11,2
C001,0.10037185874558936,0.22420283524793352,-0.09984279068094452,1.5412836382830366,0,-1.5152815826517532,1,1.4581203461388903,-1.3203084740207134,0.25788691762793037,0,1,0,0,1,0,0,1,2024,11,29
C001,1.4920852612321525,2.0430092296539564,2.1595742164744496,0.31385380768413834,1,1.3286580639370755,1,-1.4887202085753282,-0.48645573374040985,0.9614974846042667,0,0,1,0,0,0,1,0,2024,12,4
C001,-1.136509282670304,-0.8218700498760342,-0.6061350517266001,1.4046452231786317,0,0.8514869822946547,1,1.2965451895661837,0.5772716504375223,0.3945117374670775,0,0,1,0,0,0,1,0,2024,12,15
C001,0.09743359967954539,-0.4647896569323544,-0.4096022287194619,-0.7560944597435812,1,-0.12194202425588402,0,-1.110849000862857,0.012159100914978968,-0.9923058546992626,0,0,1,0,0,1,1,0,2025,1,28
C001,0.5341288554428452,0.15300415720284682,0.21060680600064716,0.3995423052919862,0,-0.27463677038145873,0,0.5754161383757734,-1.3340134739317349,-0.44394491767277444,1,0,0,1,0,0,0,0,2025,2,2
C001,1.122466262433681,0.9964137470692936,0.9402871807824683,-1.511079600828941,1,0.5460974900435053,1,1.5633556740588148,0.3508544989186619,0.09684665736865111,1,0,0,1,0,0,0,0,2025,2,14
C001,0.6998046916382001,1.7030700334210727,1.2651692126177547,-0.4156563746529435,0,-1.7252368585744184,1,-1.2124936160029052,1.490591173383252,1.6612699574574312,0,0,1,0,1,0,1,0,2025,2,17
C001,-1.4343368182884384,-1.1778007284061849,-1.4754710578128116,0.8650392787832663,0,-0.007420964661702995,0,0.7658023256222094,-1.2227349842793278,0.00023187778943913696,0,0,1,0,1,0,0,0,2025,3,2
C001,-0.17567058465430607,0.03186606581374571,0.4197857712029356,1.5366518276015322,1,-0.10285518099018719,1,0.8476253759947312,-1.0430148081411814,0.3593752477278111,0,0,1,0,0,0,1,0,2025,4,13
C001,-0.1508772748208317,-0.627045716528938,-0.9508083975912153,-1.7241428921781845,1,-1.553455269183147,0,1.2618072919404424,-0.9149070784764561,-1.0157049725670322,0,0,1,0,0,1,0,0,2025,4,21
C001,1.027672428279173,-0.27684270616800466,-0.11951231200855407,-1.7171951761559263,0,1.5767870263911345,0,1.2465381144738001,1.3937397302430548,-1.49423207536672,0,1,0,0,0,1,0,0,2025,4,24
C001,1.3866017607611802,0.007617543637497896,-0.20866456966682195,0.50838985630736,0,-0.37007098670994293,0,-1.2670346290048822,-0.020916187624081803,-1.3666290427003605,0,0,1,1,0,0,1,0,2025,5,10
C001,0.3014187374121766,0.36568041980728405,0.4110369954627915,-0.05669104683628428,0,0.6606185496376863,0,0.9403151178372454,0.08476644086911378,0.1991715365959419,0,0,1,0,1,0,0,0,2025,5,20
C001,-0.9393381076289273,-0.46491508032292134,-0.5152776962442669,-1.1196915982417457,1,1.3095712206713788,0,-0.018649648824365716,-1.6924262983524903,0.9429094120099926,0,0,1,1,0,0,0,1,2025,5,22
C001,-0.7647635439764106,-0.6095282496464416,-0.2984460896173045,-1.418443387198836,0,0.2979685275894464,0,-0.013871256480175325,-1.310880211670578,0.05092425989024391,0,1,0,0,1,0,0,0,2025,5,30
C001,0.03356144426768876,0.26753661668876294,0.25889761223220886,-0.36007464647487974,1,-1.3816736797918754,1,0.6831213785546879,-0.6897673940212365,0.4483074096649896,0,0,1,1,0,0,0,1,2025,6,18
C001,1.4971782436132954,1.2031114947233799,0.9359838386550653,0.03826107213457396,0,1.5767870263911345,1,0.38286214765272575,0.9187441507534689,-0.03098919884197063,0,0,1,1,0,0,0,1,2025,6,20
C001,1.5479961337460144,0.8521768479174736,1.0052432883659057,-1.128955219604756,1,-1.2862394634633911,0,1.0879655963335917,-1.644701795116238,-0.4858502080850101,1,0,0,0,1,0,1,0,2025,6,28
C001,-1.5389248493297594,-1.3574906392915538,-1.556584997157629,0.2698516062098379,1,0.06892640840108435,0,-1.3861046942186275,1.4621397601941104,-0.47972880871058804,0,0,0,0,0,1,0,0,2025,7,5
C001,-0.9724844682358688,-0.40761749473232156,-0.7742698764496041,-0.6912491102025071,1,-0.40824467324133656,0,1.459695462920301,1.0755115762807559,1.2300741636899795,0,0,0,0,1,0,1,0,2025,7,9
C001,-0.9869379044988368,-0.6525902804077097,-0.27530547629070495,-0.7421990276990658,0,-0.8281552250866671,0,-0.4288626394687488,-0.8441465115599767,0.5015951496423338,0,0,1,0,0,0,1,0,2025,7,9
C001,-1.4998739871710536,-1.0678880304728124,-0.8673600981301177,-1.6268748678665732,1,-0.38915782997563975,0,-1.0485246509102808,1.541245519558942,0.8033814007841207,1,0,0,0,1,0,0,0,2025,8,7
C001,0.9178235143386501,1.491898851503437,1.3930109518554077,1.214740985236915,0,-0.6181999491640018,0,-1.7238945993529016,1.6416377681472756,1.0162831437664834,0,0,1,0,0,1,0,0,2025,8,11
C001,-0.7957971563977685,-0.4884319660541963,-0.19709426300352229,-0.10300915365133691,0,-1.0953710308064228,1,-1.695035139027035,1.2906814634349486,0.4636062520450985,0,1,0,0,1,0,0,0,2025,8,31
C001,-0.8991119418438038,-0.25750660012228965,-0.1596024096577069,-0.13543182842187398,1,1.0232685716859262,1,0.1680282107727185,-0.6554146384185344,1.4409079317896563,0,0,0,0,1,0,1,0,2025,9,5
C001,-0.9689305739369396,-0.6932274589513531,-0.6699950249945671,-1.2980163094796988,1,0.33614221412084005,1,-0.11678426727143222,-0.39106226931415144,0.3215075361305731,0,0,0,0,0,1,0,0,2025,9,23
C001,-1.6242462959237358,-1.4526660888333272,-1.3810614151970093,-1.714879270815174,0,-0.16011571078727768,1,-1.0944521043535946,-0.07487528555136598,-0.6715773561512753,0,0,0,0,0,1,0,1,2025,11,9
C001,-1.7309610668604791,-1.685660940709586,-1.453040901912906,1.0943139075177772,0,-0.23646308385006504,0,-0.19141205504073366,-1.1000426041235167,-1.716539452409689,1,0,0,0,1,0,0,1,2025,11,17
C001,-0.1921947939733431,0.5355664023300146,0.817560735017011,0.03594516679382178,0,-0.19828939731867137,0,-1.2996739083713507,0.26093192604756277,1.4253513506221254,0,1,0,0,1,0,1,0,2025,12,13
C001,-0.08367509246745865,0.018717513702659585,-0.03752552496808409,1.3004294828447622,0,-0.3128104569128524,0,-1.0530931814285436,-1.690385128152976,0.17142146988294538,0,1,0,0,1,0,0,0,2025,12,15
C001,-0.14964600435506115,-0.6114932160986549,-0.8626304815466989,-1.128955219604756,1,-1.5725421124488437,0,-1.2045234789654915,0.07369968815474283,-0.9858219118780841,0,0,0,0,1,0,0,0,2025,12,17
C001,1.3480126250271385,-0.2230569755132752,-0.15659818968197287,1.3467475896598156,1,-1.4771078961203594,1,1.6607961341585837,0.5667742036971655,-1.623411112629402,1,0,0,0,1,0,0,0,2025,12,21
C001,0.16653865457092795,-0.04758965211032209,0.31421179759622986,1.3583271163635782,1,0.43157643044932426,0,-0.48617797968600623,0.19380936316014855,-0.32691199813048716,0,0,1,0,0,1,0,0,2025,12,28
C002,-1.4444808079212088,-1.066675604364,-1.1077382937560762,-0.5013448722607906,0,0.5270106467778084,0,-1.3207684811379083,1.6119088878944927,0.553686806735498,0,0,1,0,0,0,0,0,2024,1,22
C002,-1.0532026422930434,-1.207756014853222,-1.173689041736885,-0.13774773376262617,1,-0.40824467324133656,0,-1.0938017633106112,-0.05985116204201937,-1.1414753642931323,0,0,0,1,0,0,1,0,2024,2,21
C002,1.0094412303598634,0.4817806716752852,0.32890811693698263,-0.5685061271426177,0,0.8324001390289578,0,1.3020338834750507,-1.2120431403771124,-0.46531939524463434,0,0,1,0,0,0,0,1,2024,3,2
C002,-0.7340097657518191,-0.5847362261110708,-0.8061998630835874,1.1429479196735828,0,1.4813528100626503,1,0.20260698239858052,-0.2936831767346241,0.04875482679225727,0,0,0,0,0,1,1,0,2024,3,19
C002,0.8132214915874907,1.1827929054515587,0.8472375566691943,-0.5638743164611117,1,-1.305326306729088,1,-1.4153608164572358,-0.6418762646462488,0.7317509503168126,1,0,0,1,0,0,0,0,2024,4,3
C002,1.2603545628901651,1.380251130000557,1.2703860000080496,0.8164052666274606,0,-0.42733151650703344,1,0.6682811494355452,-0.3973107495167448,0.4313445883594457,1,0,0,1,0,0,0,1,2024,5,13
C002,-0.9487965034796206,-1.1722402914243901,-1.327980096031169,-0.9946327098411034,0,-1.2671526201976944,1,-0.6590234081631807,1.5169875308613188,-1.2172376918238212,1,0,0,0,0,0,0,0,2024,5,15
C002,0.285510163326025,-0.035695333904903766,-0.05179556985282046,-0.7653580811065916,0,0.31705537085514324,0,-0.05593356244816966,1.23066828246693,-0.45816667069326106,0,1,0,0,1,0,0,1,2024,7,4
C002,-0.4659006218302417,-0.16837237722615045,-0.008092288719338975,0.6311328393672502,1,-1.1717184038692101,0,0.6830844797721073,0.30918407872314485,0.5012800872663831,0,1,0,0,0,1,0,1,2024,8,3
C002,1.512289290238663,0.1769391209026779,0.18919158928173269,-1.3674934697022783,0,1.4813528100626503,0,-1.5666366003421273,1.2102982370064754,-1.2458678341769616,0,0,1,0,0,0,1,0,2024,8,21
C002,1.0528155308586051,1.372140417410571,1.325436301185013,0.5269170990333807,1,-1.2289789336663006,0,0.8171262260179385,0.4078545238778746,0.6717990831598466,0,0,1,0,0,0,1,0,2024,8,25
C002,0.42986263372780537,0.8846615060742747,0.9149948963921672,-0.20259308330370032,1,0.7942264524975642,0,-1.6089087681360483,-0.792728462248414,0.8562558795373558,0,0,1,0,1,0,0,1,2024,8,28
C002,-0.6122958818684144,-0.28012461822116935,-0.14908763974263806,0.97388682979864,0,-0.37007098670994293,0,0.08042588857850697,1.5888033966564583,0.5627594676603174,1,0,0,0,1,0,0,0,2024,8,29
C002,1.6534516507973098,0.48499987203316636,0.6121573435680097,-0.6889332048617549,0,0.9278343553574421,1,-0.01494823969674715,0.03929139050579542,-0.9859077930188905,1,0,0,1,0,0,0,0,2024,9,29
C002,0.8677192014076843,1.4846451987489904,1.5199392458301686,0.46901946551456475,0,0.584271176574899,1,0.481448776186405,0.8004534777625958,1.0790298778112757,0,1,0,0,1,0,1,0,2024,10,13
C002,0.3285346710788092,-0.6919732250456849,-0.4353410863493991,-1.4856046420806623,1,1.6722212427196188,1,0.5710505511617039,0.45689815071245204,-1.6056819216254385,0,1,0,0,1,0,1,0,2024,10,24
C002,0.48291919743465345,-0.2741042954739629,-0.09249463101056815,-0.05900695217703646,1,-1.3434999932604816,0,0.5437362273564007,1.1459111198966407,-1.0606393237585523,0,0,0,0,0,1,1,0,2024,11,7
C002,-1.3459791706595503,-1.0628501909517125,-0.7711235649885312,0.8743029001462767,0,1.5004396533283473,0,-0.1404871227316573,-1.0240055428137362,0.17898749398950534,0,1,0,0,0,0,0,1,2024,11,9
C002,1.029645259366374,1.5031869566544491,1.3775838763043415,1.5459154489645426,0,-1.0953710308064228,1,1.4615588514406217,0.7649065681656204,0.8762460582594368,0,1,0,1,0,0,0,0,2024,11,11
C002,0.3703139166559845,0.4806727650586119,0.29129447088944843,0.5431284364186493,1,-1.648889485511631,1,0.9721541548564971,0.8517049009354232,0.29037028050080077,1,0,0,1,0,0,1,0,2024,12,21
C002,1.5876766228474442,0.4941139717476874,0.7630990985650228,-0.3809177945416535,1,1.519526496594044,1,1.1296912009105375,-1.6054335684208292,-0.9295251622366751,0,0,1,0,0,1,1,0,2024,12,24
C002,-0.5285834819058426,0.0592083649573082,0.21493044691166993,0.2374289314393008,0,0.011665878603993842,1,-1.2235009840814859,1.247650263106422,1.1921228318332275,0,0,0,0,1,0,0,0,2025,1,5
C002,-0.6304571212385328,-1.1906775298377097,-1.345883623183854,0.450492222788544,1,1.5767870263911345,1,1.0713818997375149,0.268402331267552,-1.7178592456426285,1,0,0,0,0,1,0,1,2025,1,16
C002,1.5358093544768516,2.548110127364888,2.4267671052621957,1.096629812858531,1,0.08801325166678119,1,0.8003234429002896,-0.5997753935923309,1.496580698574729,1,0,0,0,0,1,1,0,2025,2,10
C002,-0.025791388866396023,-0.59738308465989,-0.46934154891260466,-1.3698093750430302,1,1.2523106908742883,0,0.8114599567179024,-1.0163129694087658,-1.10299438547521,0,0,0,0,0,0,0,1,2025,2,25
C002,1.0398452158384974,0.08813936038138347,-0.12032426335334699,0.17721539257973265,1,-0.19828939731867137,0,-0.8429177158493392,0.8937918864777796,-1.0173968004764786,0,0,1,0,0,0,0,1,2025,3,13
C002,-0.5040280311396196,-0.9910243959537917,-1.3001910612556296,-0.01963656138424202,1,0.20253431126096222,0,-0.7826481668517214,1.416803564946405,-1.3771896227158227,0,1,0,1,0,0,0,1,2025,3,16
C002,-0.07928169557823145,-0.9319081711999734,-1.2143678041110129,-1.0108440472263711,1,-0.9235894414151512,0,1.1456845169853243,0.194573066296021,-1.69679560932587,0,1,0,0,0,1,0,0,2025,4,24
C002,-1.3509322359423097,-0.8267615621081394,-1.160982003190875,0.50838985630736,0,1.385918593734166,0,-0.1009339339791453,0.18764419602692303,1.1971823974075047,0,0,1,1,0,0,1,0,2025,5,3
C002,0.7561493071570495,1.300189199022083,1.1155062809887908,1.17537059444412,0,0.8324001390289578,1,-0.3710791459475,1.3638303383399746,0.9823863127596717,0,1,0,0,0,1,0,1,2025,5,12
C002,-1.1279603479591007,-0.7123127182159344,-0.9483522447732164,-1.3211753628872256,0,1.2523106908742883,1,-0.2310990018801004,0.3173071029865161,0.752691605036061,0,1,0,1,0,0,0,0,2025,5,15
C002,-0.8792297221635741,-0.6211508171722986,-0.281313916242173,0.6056578806189704,0,1.2332238476085915,0,0.6364882358945199,-1.2494090519886207,0.29837745152285877,0,0,0,0,1,0,0,0,2025,5,15
C002,-0.9596540703141444,-0.5157115535024752,-0.44281103872149435,0.3254333343879017,0,0.16436062472956856,0,-1.7187495253568166,-0.16079883109280518,0.8494204585617339,1,0,0,1,0,0,0,0,2025,6,29
C002,0.7388555537969065,-0.3201555837104063,-0.5310092535496307,-0.4851335348755221,1,1.5004396533283473,0,1.7147513789870943,-1.0719244432118467,-1.3479366506422612,0,1,0,1,0,0,0,0,2025,8,16
C002,-1.682409833721565,-1.1710487692140052,-1.3207334302788918,-0.3508110251118694,0,-0.38915782997563975,0,-0.6022315694237859,1.358706584573848,1.280378491635654,0,1,0,0,0,1,0,0,2025,9,9
C002,0.05670373234024319,0.6521265399634275,0.9774339548067466,-1.4300229139025993,0,-1.4961947393860564,1,-0.7784786044201112,0.07554646119239809,1.1208591518622417,0,0,0,0,0,0,1,0,2025,9,13
C002,-0.9960185241838959,-1.301300960317627,-0.9519248306903055,1.4787541940827162,0,-0.7136341654924859,0,-1.5892486355423125,-0.5654642945243127,-1.545626552145867,0,1,0,1,0,0,1,0,2025,9,17
C002,0.17315673332444567,-0.39975762892346856,-0.5778588461441848,-0.7491467437213231,0,1.405005436999863,0,-0.7282570551539781,1.4990891064587792,-0.958549112996243,0,1,0,1,0,0,0,0,2025,9,22
C002,1.0999955764333653,-0.14615153319739904,-0.4919543938650888,-1.302648120161204,0,0.8133132957632611,0,0.2561955455751955,-0.3202739313745493,-1.3706160585208034,0,1,0,0,0,0,0,0,2025,9,28
C002,0.7402687164905749,1.3584065561435064,1.553655525422697,-1.5805567610515205,1,1.2523106908742883,1,0.6710716198682046,-0.8745141253445802,1.0908652388456896,0,0,1,1,0,0,0,1,2025,10,10
C002,-1.4848468908047154,-0.9637657124039406,-1.0341958007014531,0.19574263530575337,1,0.45066327371502113,0,-1.5640836658223305,0.4148389361932178,1.2339339847343,1,0,0,1,0,0,1,0,2025,10,21
C002,1.7304760134571726,0.38560183500897743,0.10763107669727887,0.5547079631224127,0,-1.419847366323269,1,1.5140012461833263,-0.09217663295676898,-1.148044543298461,0,0,1,0,0,0,0,1,2025,10,31
C002,0.2963957135802254,0.04505642572168764,0.12608267100769915,-0.1284841123996158,1,1.6913080859853156,1,-0.8441492127179674,-0.9215443530027664,-0.33505024186743126,0,0,1,0,0,1,0,1,2025,11,6
C002,0.033323585200437496,0.7518799432608891,0.6216368755184677,1.0526276113842297,1,-0.7327210087581828,0,-1.2934979746369197,0.3715855676797103,1.353702437794073,0,1,0,0,0,0,0,0,2025,11,23
C002,-0.2564867006803488,0.08767947461597181,0.021320648745786333,1.5343359222607784,0,-0.14102886752158086,0,0.5588924023013897,-1.4531789341509707,0.6312017438121915,1,0,0,0,1,0,0,0,2025,12,4
C002,-1.721418720750756,-1.1824204899587287,-1.2607302258986914,-1.4045479551543205,1,-0.40824467324133656,1,-0.02709255151359325,1.0865783289951265,1.4820311720589943,0,0,0,1,0,0,1,0,2025,12,6
C002,-0.20895686235963107,-0.5517080665951469,-0.17531366817945085,-1.6708770693408737,1,-0.23646308385006504,0,-0.6695164994595442,-0.21727120661268795,-0.7872959303075898,1,0,0,0,1,0,1,0,2025,12,10
C002,-1.241642990395319,-0.8523897415806222,-1.155420136479043,-0.1284841123996158,1,1.5386133398597408,0,-0.8178334622162526,-1.3011742390892165,0.6439778417481109,1,0,0,0,0,0,1,0,2025,12,21
C003,0.22569560376727635,-0.6251643656704361,-0.6039021855284193,-0.7468308383805708,1,-0.8663289116180607,0,-1.503650378477011,0.5011096195236899,-1.40529608429994,0,0,1,0,1,0,1,0,2024,1,16
C003,0.305868101140757,0.6163390658550341,0.9589214641454671,-0.46197448146799613,1,0.69879223616908,1,-0.8373344688101095,1.682836080949708,0.6146184139195016,0,0,0,1,0,0,0,1,2024,1,28
C003,-0.878949887966808,-0.21036830916760071,-0.5380732302493295,0.46438765483305955,1,-0.9808499712122417,0,-0.877514936866492,-0.060545437620085296,1.512800246798361,1,0,0,0,1,0,0,1,2024,2,5
C003,-1.5144113736930511,-0.9763498592574761,-1.247373626276847,-0.7885171345141183,0,1.6722212427196188,0,-1.549474054094317,1.2216565854636339,1.3314690063540235,0,0,0,0,0,1,0,0,2024,2,14
C003,0.9262045485317938,1.1449568492972404,0.9241699465883277,-1.5782408557107683,1,-0.5609394193669113,0,-1.1548000632641966,0.41088156539824183,0.5278310253765817,0,1,0,0,1,0,1,0,2024,2,18
C003,1.1614471660431955,-0.17748647694067127,-0.1976017325940179,1.3374839682968054,0,1.4813528100626503,1,-1.139473231449772,0.34214828316971485,-1.4522573447472367,0,1,0,0,0,0,1,0,2024,3,7
C003,0.810269240811609,1.3358512497399098,1.4261994630738202,-0.8950487801887391,0,1.5958738696568313,0,1.6039097422888267,-1.0401405072479883,0.9535558367004512,0,1,0,0,1,0,0,0,2024,3,12
C003,-0.8516520620722773,-0.763966251231028,-0.46059277317246033,1.3930656964748676,1,-1.1335447173378164,1,-0.2587085159460482,-1.1154277509334578,-0.18785933820584647,1,0,0,0,0,0,1,0,2024,3,15
C003,-1.4883168348446147,-0.8766173598584422,-1.2033049670382083,0.7052418102713338,1,-1.7061500153087215,1,-0.20827249250616525,1.0289117994809707,1.6745308736769233,0,1,0,0,0,0,0,1,2024,3,18
C003,0.23830213433158803,0.9178568967776214,0.6163591917773136,0.028997450771563602,1,-1.057197344275029,0,1.4423899338899906,0.47562970580867053,1.2461684305196825,1,0,0,0,1,0,0,1,2024,3,21
C003,-0.6994782258708853,0.03713384821755151,0.4228711863131493,-1.0895848288119616,1,-1.0953710308064228,1,0.44291722247659393,-1.322474613824279,1.622789809544709,0,1,0,0,1,0,1,0,2024,4,16
C003,1.593259315072927,1.301255297841901,1.2789317879119955,-0.8255716199661606,0,-0.6754604789610923,0,0.561371539256025,1.7116207464163216,-0.008192257780610735,0,0,0,1,0,0,0,0,2024,4,29
C003,-1.0542800039505928,-0.37492379759124217,-0.22084383983871647,0.7446122010641291,1,1.0232685716859262,1,-1.1799419712450656,-0.3205238705826528,1.6352147880998078,0,1,0,0,0,1,0,1,2024,6,25
C003,0.5409568098439376,1.5030615332638821,1.1521455854225735,1.5528631649868008,1,0.9087475120917452,0,-0.9857598217406484,0.46159145362017723,1.6418310909513343,1,0,0,0,0,0,0,1,2024,8,10
C003,1.6730120611512587,0.8778677390852397,1.032220371796652,0.7515599170863873,1,-1.4580210528546627,0,-0.8519694484511472,-1.3215998265959161,-0.5576248006995277,0,0,1,1,0,0,1,0,2024,8,25
C003,-0.39224826124141077,-0.4205152000622741,-0.36254964828870945,1.2101091745554091,0,1.2523106908742883,0,0.9899808791907584,-0.7423657118155115,-0.22206215352845887,0,0,1,0,0,0,0,1,2024,8,26
C003,0.256491357121383,0.9994657162397524,1.2416429224023786,-1.680140690703884,1,-0.06468149445879351,1,0.06309960398299537,0.2973119663382172,1.3520500364989076,1,0,0,0,0,0,0,1,2024,9,2
C003,-1.3216895623802547,-1.3430669493763714,-1.2015592716469037,-0.03353199342875756,0,-1.6870631720430247,0,-0.7787368958981756,-0.6249220550298787,-1.0633288125503582,0,0,1,0,0,0,0,0,2024,9,12
C003,-0.7610557408692603,-0.01700724871045069,-0.25287532039079924,-1.6060317197997995,1,0.7560527659661705,1,0.3879541796488511,0.5384477601120755,1.67236175536972,0,0,0,1,0,0,1,0,2024,10,8
C003,-0.2068581058838855,0.6413819361715385,0.22406489954059083,-0.10995686967359508,1,1.634047556188225,1,0.5136706380749306,1.1479384045845933,1.6785609343990997,0,0,1,1,0,0,0,0,2024,10,21
C003,1.7402422269243085,0.22165255963974187,0.22449117399660676,-1.5342386542364679,1,1.156876474545804,1,-1.4500964079090657,0.7159045978657271,-1.3355827274597498,1,0,0,0,0,0,0,0,2024,10,27
